DateTime (Hour),"Air temperature, Ta [°C]","Rainfall, P [mm]",Relative Humidity [%],"Wind Speed, Ws [m/s]",Solar radiation [W/m2],VPD [Kpa]
'25-May-2018 22:00:00',7.11,0.0,92.38,0.000,0.00,0.94
'25-May-2018 23:00:00',6.74,0.0,93.33,0.000,0.00,0.92
'26-May-2018 00:00:00',6.54,0.0,93.65,0.000,0.00,0.91
'26-May-2018 01:00:00',5.74,0.0,93.88,0.000,0.00,0.86
'26-May-2018 02:00:00',5.30,0.0,94.55,0.000,0.00,0.84
'26-May-2018 03:00:00',4.90,0.0,94.80,0.000,0.00,0.82
'26-May-2018 04:00:00',4.60,0.0,95.05,0.000,0.00,0.80
'26-May-2018 05:00:00',4.69,0.0,95.33,0.000,0.00,0.81
'26-May-2018 06:00:00',4.26,0.0,95.25,0.000,0.00,0.78
'26-May-2018 07:00:00',4.13,0.0,95.63,0.000,2.40,0.78
'26-May-2018 08:00:00',5.32,0.0,95.95,0.000,28.37,0.86
'26-May-2018 09:00:00',8.28,0.0,94.95,0.014,72.96,1.05
'26-May-2018 10:00:00',12.53,0.0,76.85,0.256,262.98,1.26
'26-May-2018 11:00:00',16.00,0.0,63.01,0.551,346.63,1.47
'26-May-2018 12:00:00',18.01,0.2,53.74,1.900,387.04,1.63
'26-May-2018 13:00:00',19.01,0.0,49.91,2.273,383.10,1.71
'26-May-2018 14:00:00',19.61,0.0,49.00,2.520,341.69,1.78
'26-May-2018 15:00:00',19.79,0.0,48.35,2.175,230.80,1.80
'26-May-2018 16:00:00',18.75,0.0,50.68,1.687,34.95,1.68
'26-May-2018 17:00:00',16.74,0.0,57.56,0.504,5.36,1.50
'26-May-2018 18:00:00',13.03,0.0,72.38,0.000,0.00,1.25
'26-May-2018 19:00:00',11.13,0.0,80.52,0.011,0.00,1.14
'26-May-2018 20:00:00',10.17,0.0,84.95,0.031,0.00,1.10
'26-May-2018 21:00:00',9.72,0.0,86.95,0.036,0.00,1.08
'26-May-2018 22:00:00',9.33,0.0,88.80,0.001,0.00,1.07
'26-May-2018 23:00:00',8.41,0.0,91.00,0.000,0.00,1.02
'27-May-2018 00:00:00',8.33,0.0,92.63,0.000,0.00,1.03
'27-May-2018 01:00:00',8.16,0.0,92.28,0.000,0.00,1.01
'27-May-2018 02:00:00',7.84,0.0,92.43,0.000,0.00,0.99
'27-May-2018 03:00:00',7.48,0.0,92.90,0.000,0.00,0.97
'27-May-2018 04:00:00',7.69,0.0,91.30,0.004,0.00,0.97
'27-May-2018 05:00:00',7.44,0.0,90.83,0.000,0.00,0.95
'27-May-2018 06:00:00',7.05,0.0,92.03,0.001,0.00,0.93
'27-May-2018 07:00:00',7.07,0.0,92.53,0.000,2.37,0.93
'27-May-2018 08:00:00',7.26,0.0,92.78,0.000,36.05,0.95
'27-May-2018 09:00:00',11.41,0.0,82.21,0.391,70.49,1.20
'27-May-2018 10:00:00',18.65,0.0,52.78,3.055,228.36,1.72
'27-May-2018 11:00:00',20.05,0.0,48.24,3.525,277.88,1.84
'27-May-2018 12:00:00',20.80,0.0,46.34,4.270,295.16,1.93
'27-May-2018 13:00:00',20.34,0.0,48.36,4.276,184.00,1.88
'27-May-2018 14:00:00',20.17,0.0,49.29,3.381,166.23,1.86
'27-May-2018 15:00:00',19.80,0.0,51.28,3.279,84.28,1.83
'27-May-2018 16:00:00',19.48,0.0,52.82,2.976,49.39,1.80
'27-May-2018 17:00:00',18.81,0.0,55.06,2.149,5.37,1.73
'27-May-2018 18:00:00',18.33,0.0,56.45,2.229,0.00,1.68
'27-May-2018 19:00:00',18.34,0.0,55.83,2.284,0.00,1.67
'27-May-2018 20:00:00',18.45,0.0,54.96,3.246,0.00,1.68
'27-May-2018 21:00:00',17.72,0.0,57.13,1.172,0.00,1.61
'27-May-2018 22:00:00',16.85,0.0,59.87,0.913,0.00,1.52
'27-May-2018 23:00:00',17.33,0.0,57.36,2.787,0.00,1.56
'28-May-2018 00:00:00',16.45,0.0,60.99,1.215,0.00,1.49
'28-May-2018 01:00:00',16.04,0.0,61.98,1.342,0.00,1.45
'28-May-2018 02:00:00',16.49,0.0,57.52,2.054,0.00,1.46
'28-May-2018 03:00:00',16.94,0.0,54.01,1.923,0.00,1.48
'28-May-2018 04:00:00',16.75,0.0,54.26,1.979,0.00,1.46
'28-May-2018 05:00:00',17.05,0.0,50.53,2.416,0.00,1.46
'28-May-2018 06:00:00',17.29,0.0,47.60,2.885,0.00,1.46
'28-May-2018 07:00:00',16.91,0.0,47.34,3.063,1.54,1.41
'28-May-2018 08:00:00',17.26,0.0,44.30,3.704,26.32,1.42
'28-May-2018 09:00:00',17.88,0.0,43.29,3.363,76.08,1.49
'28-May-2018 10:00:00',17.66,0.0,46.13,3.351,87.64,1.49
'28-May-2018 11:00:00',18.21,0.0,45.45,4.669,117.13,1.55
'28-May-2018 12:00:00',18.78,0.0,45.52,4.541,204.58,1.63
'28-May-2018 13:00:00',19.61,0.0,44.67,5.024,290.75,1.74
'28-May-2018 14:00:00',19.16,0.0,47.30,4.415,101.26,1.70
'28-May-2018 15:00:00',19.52,0.0,46.74,4.098,90.48,1.74
'28-May-2018 16:00:00',19.87,0.0,46.22,3.383,50.69,1.79
'28-May-2018 17:00:00',19.24,0.0,48.79,2.296,5.59,1.73
'28-May-2018 18:00:00',18.84,0.0,48.66,2.823,0.00,1.67
'28-May-2018 19:00:00',18.62,0.0,48.38,2.851,0.00,1.63
'28-May-2018 20:00:00',19.23,0.0,45.02,3.852,0.00,1.69
'28-May-2018 21:00:00',18.80,0.0,45.99,4.922,0.00,1.64
'28-May-2018 22:00:00',18.93,0.0,44.24,5.611,0.00,1.64
'28-May-2018 23:00:00',18.89,0.0,43.49,5.594,0.00,1.62
'29-May-2018 00:00:00',18.95,0.0,42.78,6.501,0.00,1.62
'29-May-2018 01:00:00',18.57,0.0,44.08,5.881,0.00,1.59
'29-May-2018 02:00:00',18.24,0.0,45.70,5.432,0.00,1.56
'29-May-2018 03:00:00',18.12,0.0,46.20,3.398,0.00,1.56
'29-May-2018 04:00:00',15.40,0.2,64.48,2.516,0.00,1.42
'29-May-2018 05:00:00',14.92,0.0,69.04,5.081,0.00,1.40
'29-May-2018 06:00:00',14.27,0.2,74.09,5.377,0.00,1.38
'29-May-2018 07:00:00',13.69,0.0,80.14,5.128,0.71,1.38
'29-May-2018 08:00:00',14.11,0.0,79.62,4.750,37.89,1.41
'29-May-2018 09:00:00',14.96,0.0,71.45,3.479,93.28,1.43
'29-May-2018 10:00:00',16.11,0.0,59.35,3.606,262.03,1.45
'29-May-2018 11:00:00',16.90,0.0,49.99,2.483,249.24,1.45
'29-May-2018 12:00:00',16.67,0.0,49.41,2.063,230.58,1.41
'29-May-2018 13:00:00',16.01,0.0,50.46,1.861,204.38,1.35
'29-May-2018 14:00:00',15.72,0.0,51.18,1.534,198.00,1.31
'29-May-2018 15:00:00',14.67,0.0,56.19,1.449,104.06,1.25
'29-May-2018 16:00:00',13.57,0.0,59.24,0.821,34.24,1.16
'29-May-2018 17:00:00',12.60,0.0,62.35,0.215,5.69,1.09
'29-May-2018 18:00:00',10.71,0.0,68.49,0.000,0.00,0.99
'29-May-2018 19:00:00',9.87,0.0,71.75,0.000,0.00,0.95
'29-May-2018 20:00:00',9.58,0.0,76.12,0.000,0.00,0.97
'29-May-2018 21:00:00',9.84,0.0,76.22,0.193,0.00,0.99
'29-May-2018 22:00:00',9.79,0.0,76.68,0.522,0.00,0.99
'29-May-2018 23:00:00',9.59,0.0,78.27,0.001,0.00,0.98
'30-May-2018 00:00:00',9.44,0.0,80.01,0.000,0.00,0.99
'30-May-2018 01:00:00',9.74,0.0,78.86,0.080,0.00,1.00
'30-May-2018 02:00:00',9.37,0.0,79.94,0.004,0.00,0.98
'30-May-2018 03:00:00',8.79,0.0,82.90,0.018,0.00,0.98
'30-May-2018 04:00:00',9.32,0.0,83.40,0.074,0.00,1.01
'30-May-2018 05:00:00',8.78,0.0,85.33,0.066,0.00,0.99
'30-May-2018 06:00:00',8.62,0.0,85.35,0.825,0.00,0.98
'30-May-2018 07:00:00',8.59,0.0,84.08,1.525,1.27,0.96
'30-May-2018 08:00:00',9.02,0.0,81.40,1.913,38.41,0.97
'30-May-2018 09:00:00',9.40,0.0,76.53,1.858,99.34,0.96
'30-May-2018 10:00:00',11.40,0.0,68.30,1.720,265.58,1.05
'30-May-2018 11:00:00',12.90,0.0,62.78,1.243,280.50,1.13
'30-May-2018 12:00:00',14.10,0.0,57.28,1.490,323.60,1.20
'30-May-2018 13:00:00',14.55,0.2,51.23,1.373,261.73,1.20
'30-May-2018 14:00:00',14.31,0.0,49.62,1.509,185.74,1.15
'30-May-2018 15:00:00',14.17,0.0,47.65,1.876,92.04,1.10
'30-May-2018 16:00:00',13.89,0.0,49.62,2.175,21.86,1.10
'30-May-2018 17:00:00',12.67,0.8,61.31,2.425,0.69,1.10
'30-May-2018 18:00:00',11.87,1.2,67.50,2.052,0.00,1.09
'30-May-2018 19:00:00',11.04,3.0,77.53,1.980,0.00,1.11
'30-May-2018 20:00:00',10.21,5.6,86.90,0.812,0.00,1.12
'30-May-2018 21:00:00',10.70,0.0,89.48,0.854,0.00,1.19
'30-May-2018 22:00:00',11.16,0.0,85.03,1.271,0.00,1.19
'30-May-2018 23:00:00',11.52,0.0,78.31,0.685,0.00,1.16
'31-May-2018 00:00:00',11.31,0.0,72.59,0.542,0.00,1.08
'31-May-2018 01:00:00',11.01,0.2,72.54,0.797,0.00,1.06
'31-May-2018 02:00:00',10.13,0.6,80.83,0.586,0.00,1.06
'31-May-2018 03:00:00',9.80,0.4,85.08,0.622,0.00,1.08
'31-May-2018 04:00:00',9.56,0.6,90.13,0.237,0.00,1.10
'31-May-2018 05:00:00',9.64,0.0,90.30,0.017,0.00,1.11
'31-May-2018 06:00:00',8.42,0.0,91.93,0.000,0.00,1.03
'31-May-2018 07:00:00',7.84,0.0,93.43,0.000,1.55,1.00
'31-May-2018 08:00:00',8.38,0.0,91.88,0.598,26.05,1.04
'31-May-2018 09:00:00',10.52,0.0,80.95,1.104,60.95,1.10
'31-May-2018 10:00:00',12.76,0.0,70.30,2.009,220.40,1.21
'31-May-2018 11:00:00',13.39,0.0,60.69,3.308,237.08,1.17
'31-May-2018 12:00:00',13.66,0.0,59.90,3.355,300.58,1.19
'31-May-2018 13:00:00',13.89,0.0,56.77,3.177,340.30,1.18
'31-May-2018 14:00:00',13.68,0.0,54.72,2.527,248.54,1.14
'31-May-2018 15:00:00',13.29,0.0,56.31,1.831,127.59,1.11
'31-May-2018 16:00:00',12.58,0.0,59.56,1.228,46.41,1.06
'31-May-2018 17:00:00',11.07,0.0,66.69,0.150,3.94,1.00
'31-May-2018 18:00:00',9.07,0.0,76.61,0.006,0.00,0.93
'31-May-2018 19:00:00',7.99,0.0,83.13,0.000,0.00,0.91
'31-May-2018 20:00:00',7.30,0.0,87.63,0.091,0.00,0.91
'31-May-2018 21:00:00',7.10,0.0,86.88,0.000,0.00,0.89
'31-May-2018 22:00:00',5.92,0.0,89.90,0.000,0.00,0.84
'31-May-2018 23:00:00',5.20,0.0,91.98,0.000,0.00,0.81
'01-Jun-2018 00:00:00',4.66,0.0,93.13,0.000,0.00,0.79
'01-Jun-2018 01:00:00',4.33,0.0,93.85,0.000,0.00,0.77
'01-Jun-2018 02:00:00',3.91,0.0,94.15,0.000,0.00,0.75
'01-Jun-2018 03:00:00',3.96,0.0,94.03,0.000,0.00,0.76
'01-Jun-2018 04:00:00',3.29,0.0,94.10,0.000,0.00,0.72
'01-Jun-2018 05:00:00',2.99,0.0,94.43,0.000,0.00,0.70
'01-Jun-2018 06:00:00',2.67,0.0,94.58,0.000,0.00,0.69
'01-Jun-2018 07:00:00',2.76,0.0,94.88,0.000,1.67,0.70
'01-Jun-2018 08:00:00',3.24,0.0,94.95,0.000,28.65,0.72
'01-Jun-2018 09:00:00',6.14,0.0,89.30,0.098,77.99,0.86
'01-Jun-2018 10:00:00',10.03,0.0,69.90,0.101,253.50,0.96
'01-Jun-2018 11:00:00',11.40,0.0,65.14,0.744,332.48,1.02
'01-Jun-2018 12:00:00',12.85,0.0,59.83,0.628,372.86,1.11
'01-Jun-2018 13:00:00',13.88,0.0,53.14,1.169,365.66,1.14
'01-Jun-2018 14:00:00',14.16,0.2,51.18,1.375,323.54,1.15
'01-Jun-2018 15:00:00',13.90,0.0,49.22,1.877,240.19,1.10
'01-Jun-2018 16:00:00',12.99,0.0,56.57,0.785,39.06,1.08
'01-Jun-2018 17:00:00',10.92,0.0,67.83,0.038,4.38,1.00
'01-Jun-2018 18:00:00',8.55,0.0,79.40,0.000,0.00,0.92
'01-Jun-2018 19:00:00',7.52,0.0,85.65,0.000,0.00,0.90
'01-Jun-2018 20:00:00',6.96,0.0,87.83,0.000,0.00,0.88
'01-Jun-2018 21:00:00',6.21,0.0,90.38,0.000,0.00,0.86
'01-Jun-2018 22:00:00',5.65,0.0,91.88,0.000,0.00,0.84
'01-Jun-2018 23:00:00',5.00,0.0,93.00,0.000,0.00,0.81
'02-Jun-2018 00:00:00',4.55,0.0,93.78,0.000,0.00,0.79
'02-Jun-2018 01:00:00',4.18,0.0,94.23,0.000,0.00,0.77
'02-Jun-2018 02:00:00',3.97,0.0,94.53,0.000,0.00,0.76
'02-Jun-2018 03:00:00',3.54,0.0,94.68,0.000,0.00,0.74
'02-Jun-2018 04:00:00',3.90,0.0,94.98,0.000,0.00,0.76
'02-Jun-2018 05:00:00',3.50,0.0,94.73,0.000,0.00,0.74
'02-Jun-2018 06:00:00',2.98,0.0,94.85,0.000,0.00,0.71
'02-Jun-2018 07:00:00',2.43,0.0,95.03,0.000,1.57,0.68
'02-Jun-2018 08:00:00',2.95,0.0,95.25,0.024,29.55,0.71
'02-Jun-2018 09:00:00',5.81,0.0,91.15,0.218,80.35,0.85
'02-Jun-2018 10:00:00',9.29,0.0,78.23,0.211,248.71,0.97
'02-Jun-2018 11:00:00',10.78,0.0,74.89,0.551,253.04,1.06
'02-Jun-2018 12:00:00',12.94,0.0,67.39,1.017,290.73,1.19
'02-Jun-2018 13:00:00',13.81,0.0,66.23,1.903,306.91,1.25
'02-Jun-2018 14:00:00',14.41,0.0,64.28,1.644,291.04,1.30
'02-Jun-2018 15:00:00',14.51,0.0,64.96,1.690,237.80,1.31
'02-Jun-2018 16:00:00',13.57,0.0,71.57,1.675,43.44,1.28
'02-Jun-2018 17:00:00',12.05,0.0,80.20,1.157,2.70,1.22
'02-Jun-2018 18:00:00',10.71,0.0,85.98,0.170,0.00,1.16
'02-Jun-2018 19:00:00',9.90,0.0,88.15,0.038,0.00,1.11
'02-Jun-2018 20:00:00',8.87,0.0,92.13,0.003,0.00,1.07
'02-Jun-2018 21:00:00',8.73,0.0,93.33,0.001,0.00,1.06
'02-Jun-2018 22:00:00',8.11,0.0,93.05,0.007,0.00,1.02
'02-Jun-2018 23:00:00',7.19,0.0,93.05,0.002,0.00,0.95
'03-Jun-2018 00:00:00',6.92,0.0,92.68,0.025,0.00,0.93
'03-Jun-2018 01:00:00',6.35,0.0,93.00,0.001,0.00,0.89
'03-Jun-2018 02:00:00',6.57,0.0,92.73,0.009,0.00,0.90
'03-Jun-2018 03:00:00',6.31,0.0,92.43,0.037,0.00,0.88
'03-Jun-2018 04:00:00',5.73,0.0,92.88,0.000,0.00,0.85
'03-Jun-2018 05:00:00',5.13,0.0,94.03,0.031,0.00,0.83
'03-Jun-2018 06:00:00',5.39,0.0,94.45,0.000,0.00,0.84
'03-Jun-2018 07:00:00',4.46,0.0,94.65,0.000,1.53,0.79
'03-Jun-2018 08:00:00',4.67,0.0,95.00,0.077,30.16,0.81
'03-Jun-2018 09:00:00',5.96,0.0,92.48,0.176,78.30,0.87
'03-Jun-2018 10:00:00',8.46,0.0,84.02,0.196,230.76,0.97
'03-Jun-2018 11:00:00',10.65,0.0,76.20,0.738,309.18,1.06
'03-Jun-2018 12:00:00',13.12,0.0,68.48,0.903,311.29,1.21
'03-Jun-2018 13:00:00',14.37,0.0,63.77,1.275,380.21,1.29
'03-Jun-2018 14:00:00',14.30,0.2,64.93,1.473,145.08,1.30
'03-Jun-2018 15:00:00',14.07,0.0,66.20,1.560,80.68,1.29
'03-Jun-2018 16:00:00',13.34,0.0,73.18,1.745,47.08,1.27
'03-Jun-2018 17:00:00',12.65,0.0,76.33,1.654,7.99,1.24
'03-Jun-2018 18:00:00',11.27,0.0,82.58,0.797,0.00,1.17
'03-Jun-2018 19:00:00',9.90,0.0,88.50,0.008,0.00,1.11
'03-Jun-2018 20:00:00',9.47,0.0,91.58,0.000,0.00,1.11
'03-Jun-2018 21:00:00',8.68,0.0,93.03,0.000,0.00,1.06
'03-Jun-2018 22:00:00',8.24,0.0,93.88,0.000,0.00,1.03
'03-Jun-2018 23:00:00',8.03,0.0,94.48,0.000,0.00,1.02
'04-Jun-2018 00:00:00',7.41,0.0,94.80,0.000,0.00,0.98
'04-Jun-2018 01:00:00',6.98,0.0,95.05,0.000,0.00,0.95
'04-Jun-2018 02:00:00',6.96,0.0,95.35,0.000,0.00,0.96
'04-Jun-2018 03:00:00',7.25,0.0,95.50,0.000,0.00,0.98
'04-Jun-2018 04:00:00',7.51,0.0,95.63,0.000,0.00,1.00
'04-Jun-2018 05:00:00',7.22,0.0,95.60,0.000,0.00,0.98
'04-Jun-2018 06:00:00',7.06,0.0,95.78,0.000,0.00,0.97
'04-Jun-2018 07:00:00',5.79,0.0,95.80,0.000,1.30,0.88
'04-Jun-2018 08:00:00',6.37,0.0,95.90,0.493,27.01,0.92
'04-Jun-2018 09:00:00',8.45,0.0,89.53,0.432,83.05,1.02
'04-Jun-2018 10:00:00',11.66,0.0,76.14,0.338,245.24,1.16
'04-Jun-2018 11:00:00',13.25,0.0,71.65,0.505,324.94,1.26
'04-Jun-2018 12:00:00',14.40,0.0,66.18,0.812,374.40,1.33
'04-Jun-2018 13:00:00',14.68,0.0,66.90,0.805,188.66,1.36
'04-Jun-2018 14:00:00',14.59,0.0,69.58,0.790,247.34,1.38
'04-Jun-2018 15:00:00',14.55,0.0,69.34,0.649,170.18,1.37
'04-Jun-2018 16:00:00',13.60,0.0,74.58,0.283,38.37,1.31
'04-Jun-2018 17:00:00',11.98,0.0,80.12,0.001,3.91,1.21
'04-Jun-2018 18:00:00',11.58,0.0,84.30,0.127,0.00,1.21
'04-Jun-2018 19:00:00',11.66,0.0,84.88,0.000,0.00,1.23
'04-Jun-2018 20:00:00',11.21,0.0,87.28,0.000,0.00,1.21
'04-Jun-2018 21:00:00',10.93,0.0,88.78,0.041,0.00,1.20
'04-Jun-2018 22:00:00',10.70,0.0,90.30,0.003,0.00,1.20
'04-Jun-2018 23:00:00',10.92,0.0,92.33,0.151,0.00,1.23
'05-Jun-2018 00:00:00',10.99,0.0,92.58,0.047,0.00,1.24
'05-Jun-2018 01:00:00',10.35,0.0,93.25,0.074,0.00,1.19
'05-Jun-2018 02:00:00',9.40,0.0,94.18,0.026,0.00,1.13
'05-Jun-2018 03:00:00',8.84,0.0,94.68,0.000,0.00,1.09
'05-Jun-2018 04:00:00',8.94,0.0,95.05,0.000,0.00,1.10
'05-Jun-2018 05:00:00',8.16,0.0,95.20,0.000,0.00,1.04
'05-Jun-2018 06:00:00',7.32,0.0,95.40,0.000,0.00,0.98
'05-Jun-2018 07:00:00',7.35,0.0,95.68,0.000,1.03,0.99
'05-Jun-2018 08:00:00',7.52,0.0,95.88,0.015,14.76,1.00
'05-Jun-2018 09:00:00',9.04,0.0,96.15,0.000,80.69,1.12
'05-Jun-2018 10:00:00',11.88,0.0,88.72,0.418,232.60,1.31
'05-Jun-2018 11:00:00',14.49,0.0,68.22,0.966,319.48,1.35
'05-Jun-2018 12:00:00',15.12,0.0,61.59,1.317,360.48,1.35
'05-Jun-2018 13:00:00',15.53,0.0,60.14,1.237,358.26,1.39
'05-Jun-2018 14:00:00',15.61,0.0,62.13,1.850,271.38,1.41
'05-Jun-2018 15:00:00',15.37,0.0,64.51,1.723,181.93,1.41
'05-Jun-2018 16:00:00',14.71,0.0,67.80,1.558,38.69,1.36
'05-Jun-2018 17:00:00',13.38,0.0,76.30,1.553,4.03,1.32
'05-Jun-2018 18:00:00',12.18,0.0,84.30,1.130,0.00,1.27
'05-Jun-2018 19:00:00',11.65,0.0,79.46,0.593,0.00,1.17
'05-Jun-2018 20:00:00',10.83,0.0,80.22,0.316,0.00,1.11
'05-Jun-2018 21:00:00',10.12,0.0,82.88,0.568,0.00,1.07
'05-Jun-2018 22:00:00',9.78,0.0,84.05,0.398,0.00,1.06
'05-Jun-2018 23:00:00',9.34,0.0,85.63,0.247,0.00,1.04
'06-Jun-2018 00:00:00',8.56,0.0,87.78,0.134,0.00,1.00
'06-Jun-2018 01:00:00',7.27,0.0,91.05,0.000,0.00,0.94
'06-Jun-2018 02:00:00',6.09,0.0,93.00,0.000,0.00,0.88
'06-Jun-2018 03:00:00',5.49,0.0,94.15,0.000,0.00,0.85
'06-Jun-2018 04:00:00',4.95,0.0,94.60,0.000,0.00,0.82
'06-Jun-2018 05:00:00',4.86,0.0,94.60,0.053,0.00,0.81
'06-Jun-2018 06:00:00',4.59,0.0,93.90,0.000,0.00,0.79
'06-Jun-2018 07:00:00',3.91,0.0,94.18,0.000,1.19,0.75
'06-Jun-2018 08:00:00',4.37,0.0,94.70,0.000,24.12,0.79
'06-Jun-2018 09:00:00',7.52,0.0,90.35,0.096,82.09,0.96
'06-Jun-2018 10:00:00',11.63,0.0,71.64,0.262,246.75,1.11
'06-Jun-2018 11:00:00',14.02,0.0,64.03,0.388,321.89,1.27
'06-Jun-2018 12:00:00',16.50,0.0,53.61,0.440,361.13,1.44
'06-Jun-2018 13:00:00',18.10,0.0,46.23,0.512,355.86,1.56
'06-Jun-2018 14:00:00',18.19,0.0,46.78,0.731,307.76,1.58
'06-Jun-2018 15:00:00',17.77,0.0,48.57,0.808,223.85,1.53
'06-Jun-2018 16:00:00',16.71,0.0,52.07,0.543,37.90,1.44
'06-Jun-2018 17:00:00',14.80,0.0,62.44,0.140,3.81,1.33
'06-Jun-2018 18:00:00',12.40,0.0,73.70,0.000,0.00,1.19
'06-Jun-2018 19:00:00',11.38,0.0,78.26,0.000,0.00,1.14
'06-Jun-2018 20:00:00',10.23,0.0,82.08,0.000,0.00,1.08
'06-Jun-2018 21:00:00',8.99,0.0,87.23,0.002,0.00,1.03
'06-Jun-2018 22:00:00',7.97,0.0,89.90,0.000,0.00,0.98
'06-Jun-2018 23:00:00',7.88,0.0,91.35,0.000,0.00,0.98
'07-Jun-2018 00:00:00',8.04,0.0,87.08,0.000,0.00,0.96
'07-Jun-2018 01:00:00',6.98,0.0,90.68,0.000,0.00,0.91
'07-Jun-2018 02:00:00',9.22,0.0,81.07,0.502,0.00,1.02
'07-Jun-2018 03:00:00',13.39,0.0,63.57,1.919,0.00,1.18
'07-Jun-2018 04:00:00',14.07,0.0,62.03,1.482,0.00,1.23
'07-Jun-2018 05:00:00',14.47,0.0,61.02,2.190,0.00,1.27
'07-Jun-2018 06:00:00',14.40,0.0,61.46,1.985,0.00,1.26
'07-Jun-2018 07:00:00',14.47,0.0,61.18,2.351,1.52,1.27
'07-Jun-2018 08:00:00',14.88,0.0,60.41,3.496,33.11,1.30
'07-Jun-2018 09:00:00',15.73,0.0,59.00,4.121,99.18,1.38
'07-Jun-2018 10:00:00',16.41,0.0,57.59,4.736,148.41,1.45
'07-Jun-2018 11:00:00',16.92,0.0,55.80,5.248,207.81,1.50
'07-Jun-2018 12:00:00',16.29,0.0,57.64,4.404,102.15,1.43
'07-Jun-2018 13:00:00',16.69,0.0,56.50,4.721,153.43,1.47
'07-Jun-2018 14:00:00',16.39,0.0,57.80,4.350,78.56,1.45
'07-Jun-2018 15:00:00',16.64,0.0,57.68,4.053,60.89,1.48
'07-Jun-2018 16:00:00',17.31,0.0,54.81,4.044,51.53,1.53
'07-Jun-2018 17:00:00',16.83,0.0,55.52,3.680,3.34,1.48
'07-Jun-2018 18:00:00',16.53,0.0,55.83,3.283,0.00,1.45
'07-Jun-2018 19:00:00',16.43,0.0,56.14,2.771,0.00,1.43
'07-Jun-2018 20:00:00',16.46,0.0,55.87,2.759,0.00,1.44
'07-Jun-2018 21:00:00',16.67,0.0,55.70,3.149,0.00,1.46
'07-Jun-2018 22:00:00',17.07,0.0,53.93,4.289,0.00,1.49
'07-Jun-2018 23:00:00',17.16,0.0,53.39,4.416,0.00,1.50
'08-Jun-2018 00:00:00',17.24,0.0,53.03,4.215,0.00,1.50
'08-Jun-2018 01:00:00',17.46,0.0,50.59,4.795,0.00,1.51
'08-Jun-2018 02:00:00',16.68,0.0,51.66,4.758,0.00,1.44
'08-Jun-2018 03:00:00',15.99,0.0,54.44,3.299,0.00,1.37
'08-Jun-2018 04:00:00',16.08,0.0,53.36,3.843,0.00,1.38
'08-Jun-2018 05:00:00',15.02,0.2,59.04,4.775,0.00,1.32
'08-Jun-2018 06:00:00',14.35,0.4,60.44,4.763,0.00,1.25
'08-Jun-2018 07:00:00',13.72,0.2,64.09,4.569,0.11,1.23
'08-Jun-2018 08:00:00',13.13,0.2,69.70,3.031,2.33,1.23
'08-Jun-2018 09:00:00',12.08,0.6,79.66,2.059,8.52,1.22
'08-Jun-2018 10:00:00',11.78,1.0,84.23,1.104,11.41,1.23
'08-Jun-2018 11:00:00',11.80,0.0,85.25,2.289,27.76,1.24
'08-Jun-2018 12:00:00',12.07,0.4,84.58,3.706,56.31,1.26
'08-Jun-2018 13:00:00',12.38,0.0,83.15,3.588,71.99,1.28
'08-Jun-2018 14:00:00',12.70,0.0,81.08,3.496,60.60,1.29
'08-Jun-2018 15:00:00',12.63,0.0,82.05,3.211,42.78,1.29
'08-Jun-2018 16:00:00',12.67,0.0,83.03,3.322,33.30,1.30
'08-Jun-2018 17:00:00',12.63,0.0,83.28,2.966,3.71,1.30
'08-Jun-2018 18:00:00',12.46,0.0,82.85,2.696,0.00,1.28
'08-Jun-2018 19:00:00',12.16,0.0,83.75,2.467,0.00,1.26
'08-Jun-2018 20:00:00',11.88,0.0,84.65,2.177,0.00,1.24
'08-Jun-2018 21:00:00',11.80,0.0,84.50,2.427,0.00,1.23
'08-Jun-2018 22:00:00',11.99,0.0,83.23,2.387,0.00,1.24
'08-Jun-2018 23:00:00',11.71,0.0,84.43,2.032,0.00,1.23
'09-Jun-2018 00:00:00',11.43,0.0,85.35,1.944,0.00,1.21
'09-Jun-2018 01:00:00',11.68,0.0,84.58,1.968,0.00,1.22
'09-Jun-2018 02:00:00',11.72,0.0,84.05,2.057,0.00,1.22
'09-Jun-2018 03:00:00',11.97,0.0,83.05,2.131,0.00,1.23
'09-Jun-2018 04:00:00',12.15,0.0,81.88,2.283,0.00,1.24
'09-Jun-2018 05:00:00',12.06,0.0,83.10,1.554,0.00,1.25
'09-Jun-2018 06:00:00',11.90,0.0,84.68,1.669,0.00,1.24
'09-Jun-2018 07:00:00',11.73,0.0,85.73,1.204,0.56,1.24
'09-Jun-2018 08:00:00',11.84,0.0,85.40,1.022,17.53,1.25
'09-Jun-2018 09:00:00',12.37,0.0,83.90,0.901,59.05,1.29
'09-Jun-2018 10:00:00',13.79,0.0,76.23,0.838,179.44,1.36
'09-Jun-2018 11:00:00',14.83,0.0,71.13,0.669,316.05,1.43
'09-Jun-2018 12:00:00',15.22,0.0,68.39,0.766,358.76,1.44
'09-Jun-2018 13:00:00',14.74,0.0,71.50,1.092,289.00,1.42
'09-Jun-2018 14:00:00',15.57,0.0,65.73,0.805,308.65,1.45
'09-Jun-2018 15:00:00',14.97,0.0,68.77,0.760,221.88,1.41
'09-Jun-2018 16:00:00',13.01,0.0,77.63,0.362,29.88,1.29
